itemString,marketValue,minBuyout,historical,numAuctions,date
76614,176737074,204373200,212506390,1,2021-03-15 07:54:24
7408,10798446,10000000,10850440,14,2021-03-15 07:54:24
17057,86192,15100,256629,2,2021-03-15 07:54:24
67229,559858,0,571718,0,2021-03-15 07:54:24
30458,9857434,9852800,9940627,2,2021-03-15 07:54:24
90478,80825899,80942100,68619384,4,2021-03-15 07:54:24
2851,3077187,58300,4189054,3,2021-03-15 07:54:24
74647,8406252,7500000,4394112,1,2021-03-15 07:54:24
1776,0,0,27942227,0,2021-03-15 07:54:24
37934,251861247,250005100,214042083,1,2021-03-15 07:54:24
39353,7033325,0,5719960,0,2021-03-15 07:54:24
120137,531547673,529996700,421870345,4,2021-03-15 07:54:24
15537,34423400,34423400,34404090,3,2021-03-15 07:54:24
120140,399997830,399996300,290526792,6,2021-03-15 07:54:24
4017,35045864,37998000,18395538,3,2021-03-15 07:54:24
3804,6083436,0,12571678,0,2021-03-15 07:54:24
39355,174134676,0,159110507,0,2021-03-15 07:54:24
60858,50138422,62500000,28600513,2,2021-03-15 07:54:24
62654,11344056,14000000,3794534,1,2021-03-15 07:54:24
6299,331758,500100,264591,1,2021-03-15 07:54:24
32420,89600685,99999700,79594043,1,2021-03-15 07:54:24
15496,19058165,19251200,14354371,2,2021-03-15 07:54:24
76635,10006600,0,6006600,0,2021-03-15 07:54:24
25405,1781879,0,1831156,0,2021-03-15 07:54:24
62668,32998056,100800,45278745,2,2021-03-15 07:54:24
2657,1948792,2018800,980539,1,2021-03-15 07:54:24
136972,15196739,20007600,26871129,33,2021-03-15 07:54:24
4388,147534849,105000000,109083351,1,2021-03-15 07:54:24
21290,0,0,1200000,0,2021-03-15 07:54:24
23091,0,0,4336813960,0,2021-03-15 07:54:24
15732,0,0,2723879380,0,2021-03-15 07:54:24
45852,868074398,869003900,656145937,2,2021-03-15 07:54:24
1190,0,0,3500001000,0,2021-03-15 07:54:24
9451,420242803,0,15693481,0,2021-03-15 07:54:24
24878,417231,251900,6032861,2,2021-03-15 07:54:24
55417,14183036,13177700,16973676,3,2021-03-15 07:54:24
53050,2149508,0,935173,0,2021-03-15 07:54:24
106329,0,0,162233,0,2021-03-15 07:54:24
6309,2387726227,10000700,6383765,2,2021-03-15 07:54:24
42438,0,0,4306100,0,2021-03-15 07:54:24
53049,896000,1010000,372460,1,2021-03-15 07:54:24
37000,183266437,199267000,134109657,3,2021-03-15 07:54:24
24055,43337800,0,14816693,0,2021-03-15 07:54:24
8489,46983633,0,35873500,0,2021-03-15 07:54:24
82147,20735653,39333300,8254580,1,2021-03-15 07:54:24
